[bin0]
ATLAS_EG_RESOLUTION_ALL = 0.989601 1.00533
ATLAS_EL_EFF_ID_CorrUncertaintyNP1 = 1 1
ATLAS_EL_EFF_ID_CorrUncertaintyNP2 = 0.99998 1.00002
ATLAS_EL_EFF_ID_CorrUncertaintyNP3 = 1.00011 0.99989
ATLAS_EL_EFF_ID_CorrUncertaintyNP4 = 1.00009 0.999912
ATLAS_EL_EFF_ID_CorrUncertaintyNP5 = 1.00048 0.999519
ATLAS_EL_EFF_ID_CorrUncertaintyNP6 = 0.999343 1.00066
ATLAS_EL_EFF_ID_CorrUncertaintyNP7 = 1.00159 0.998422
ATLAS_EL_EFF_ID_CorrUncertaintyNP8 = 0.999443 1.00056
ATLAS_EL_EFF_ID_CorrUncertaintyNP9 = 1.00218 0.997832
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP0 = 1 1
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP10 = 0.997949 1.00205
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP11 = 0.994873 1.00515
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP12 = 0.999706 1.00029
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP13 = 0.999738 1.00026
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP14 = 0.999858 1.00014
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP15 = 0.999726 1.00027
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP16 = 0.99999 1.00001
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP17 = 1 1
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP1 = 0.997472 1.00253
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP2 = 0.992948 1.00711
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP3 = 0.999099 1.0009
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP4 = 0.999545 1.00046
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP5 = 0.999785 1.00021
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP6 = 0.999477 1.00052
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP7 = 1 1
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP8 = 1 1
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP9 = 1 1
ATLAS_EL_EFF_ISO_TOTAL_1NPCOR_PLUS_UNCOR = 0.993742 1.00631
ATLAS_EL_EFF_RECO_TOTAL_1NPCOR_PLUS_UNCOR = 0.984206 1.01618
ATLAS_FT_EFF_Eigen_B_0 = 1 1
ATLAS_FT_EFF_Eigen_B_1 = 1 1
ATLAS_FT_EFF_Eigen_B_2 = 1 1
ATLAS_FT_EFF_Eigen_C_0 = 1 1
ATLAS_FT_EFF_Eigen_C_1 = 1 1
ATLAS_FT_EFF_Eigen_C_2 = 1 1
ATLAS_FT_EFF_Eigen_C_3 = 1 1
ATLAS_FT_EFF_Eigen_Light_0 = 1 1
ATLAS_FT_EFF_Eigen_Light_1 = 1 1
ATLAS_FT_EFF_Eigen_Light_2 = 1 1
ATLAS_FT_EFF_Eigen_Light_3 = 1 1
ATLAS_FT_EFF_Eigen_Light_4 = 1 1
ATLAS_FT_EFF_extrapolation = 1 1
ATLAS_FT_EFF_extrapolation_from_charm = 1 1
ATLAS_HOEW_QCD = 1 1
ATLAS_HOEW = 1 1
ATLAS_HOQCD_SCALE = 1 1
ATLAS_MUON_EFF_STAT_LOWPT = 0.997449 1.00256
ATLAS_MUON_EFF_STAT = 0.997237 1.00277
ATLAS_MUON_EFF_SYS_LOWPT = 0.995205 1.00481
ATLAS_MUON_EFF_SYS = 0.985601 1.01462
ATLAS_MUON_ISO_STAT = 0.994906 1.00511
ATLAS_MUON_ISO_SYS = 0.98885 1.01124
ATLAS_MUON_TTVA_STAT = 0.994161 1.00587
ATLAS_MUON_TTVA_SYS = 0.997618 1.00239
ATLAS_PRW_DATASF = 1.03269 0.969012
[bin1]
ATLAS_EG_RESOLUTION_ALL = 0.998092 0.997558
ATLAS_EG_SCALE_ALLCORR = 0.998168 0.996398
ATLAS_EG_SCALE_E4SCINTILLATOR = 1 1
ATLAS_EG_SCALE_LARCALIB_EXTRA2015PRE = 1.00192 0.99859
ATLAS_EG_SCALE_LARTEMPERATURE_EXTRA2015PRE = 1 1
ATLAS_EG_SCALE_LARTEMPERATURE_EXTRA2016PRE = 1 1
ATLAS_JET_BJES_Response = 1 1
ATLAS_JES_EffectiveNP_1 = 1.0098 0.989984
ATLAS_JES_EffectiveNP_2 = 1 1.00167
ATLAS_JES_EffectiveNP_3 = 1 1
ATLAS_JES_EffectiveNP_4 = 1 1
ATLAS_JES_EffectiveNP_5 = 1 1
ATLAS_JES_EffectiveNP_6 = 1 1
ATLAS_JES_EffectiveNP_7 = 1 1
ATLAS_JET_EffectiveNP_8restTerm = 1 1
ATLAS_JES_EtaInter_Model = 1.00972 0.989006
ATLAS_JES_EtaInter_NonClosure = 1 0.995202
ATLAS_JES_EtaInter_Stat = 1.00167 0.998663
ATLAS_JES_Flavor_Comp = 1.0179 0.959678
ATLAS_JES_Flavor_Resp = 0.993506 1.00839
ATLAS_JER_SINGLE_NP = 0.965404 1.0346
ATLAS_JVT = 1 1
ATLAS_JES_PU_OffsetMu = 0.999877 1.00034
ATLAS_JES_PU_OffsetNPV = 1.00029 0.993991
ATLAS_JES_PU_PtTerm = 1.00336 0.998663
ATLAS_JES_PU_Rho = 1.0128 0.98235
ATLAS_JES_PunchThrough = 1 1
ATLAS_JES_HighPt = 1 1
ATLAS_MUON_ID = 0.993334 0.992238
ATLAS_MUON_MS = 1.00692 1.00039
ATLAS_MUON_SAGITTA_RESBIAS = 1.00178 1.0033
ATLAS_MUON_SAGITTA_RHO = 1.00379 1.00226
ATLAS_MUON_SCALE = 1.0002 1.00053
ATLAS_EL_EFF_ID_CorrUncertaintyNP0 = 1 1
ATLAS_EL_EFF_ID_CorrUncertaintyNP10 = 0.999916 1.00008
ATLAS_EL_EFF_ID_CorrUncertaintyNP11 = 0.99653 1.00349
ATLAS_EL_EFF_ID_CorrUncertaintyNP12 = 1.00397 0.996053
ATLAS_EL_EFF_ID_CorrUncertaintyNP13 = 0.994004 1.00602
ATLAS_EL_EFF_ID_CorrUncertaintyNP14 = 0.990302 1.00988
ATLAS_EL_EFF_ID_CorrUncertaintyNP1 = 1 1
ATLAS_EL_EFF_ID_CorrUncertaintyNP2 = 0.999938 1.00006
ATLAS_EL_EFF_ID_CorrUncertaintyNP3 = 1.00029 0.999705
ATLAS_EL_EFF_ID_CorrUncertaintyNP4 = 0.999606 1.0004
ATLAS_EL_EFF_ID_CorrUncertaintyNP5 = 1.00077 0.999234
ATLAS_EL_EFF_ID_CorrUncertaintyNP6 = 0.999361 1.00064
ATLAS_EL_EFF_ID_CorrUncertaintyNP7 = 1.00167 0.998334
ATLAS_EL_EFF_ID_CorrUncertaintyNP8 = 0.999356 1.00064
ATLAS_EL_EFF_ID_CorrUncertaintyNP9 = 1.00235 0.997657
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP0 = 1 1
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP10 = 0.996169 1.00383
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP11 = 0.995033 1.00504
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP12 = 0.999514 1.00049
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP13 = 0.999789 1.00021
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP14 = 0.999831 1.00017
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP15 = 0.9995 1.0005
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP16 = 0.999992 1.00001
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP17 = 1 1
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP1 = 0.997527 1.00247
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP2 = 0.99327 1.00678
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP3 = 0.999132 1.00087
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP4 = 0.99941 1.00059
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP5 = 0.999682 1.00032
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP6 = 0.999373 1.00063
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP7 = 0.99995 1.00005
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP8 = 1 1
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP9 = 1 1
ATLAS_EL_EFF_ISO_TOTAL_1NPCOR_PLUS_UNCOR = 0.993445 1.0066
ATLAS_EL_EFF_RECO_TOTAL_1NPCOR_PLUS_UNCOR = 0.982723 1.01768
ATLAS_FT_EFF_Eigen_B_0 = 1 1
ATLAS_FT_EFF_Eigen_B_1 = 1 1
ATLAS_FT_EFF_Eigen_B_2 = 1 1
ATLAS_FT_EFF_Eigen_C_0 = 1 1
ATLAS_FT_EFF_Eigen_C_1 = 1 1
ATLAS_FT_EFF_Eigen_C_2 = 1 1
ATLAS_FT_EFF_Eigen_C_3 = 1 1
ATLAS_FT_EFF_Eigen_Light_0 = 1 1
ATLAS_FT_EFF_Eigen_Light_1 = 1 1
ATLAS_FT_EFF_Eigen_Light_2 = 1 1
ATLAS_FT_EFF_Eigen_Light_3 = 1 1
ATLAS_FT_EFF_Eigen_Light_4 = 1 1
ATLAS_FT_EFF_extrapolation = 1 1
ATLAS_FT_EFF_extrapolation_from_charm = 1 1
ATLAS_HOEW_QCD = 1 1
ATLAS_HOEW = 1 1
ATLAS_HOQCD_SCALE = 1 1
ATLAS_MUON_EFF_STAT_LOWPT = 0.998016 1.00199
ATLAS_MUON_EFF_STAT = 0.997753 1.00225
ATLAS_MUON_EFF_SYS_LOWPT = 0.99579 1.00422
ATLAS_MUON_EFF_SYS = 0.988303 1.01185
ATLAS_MUON_ISO_STAT = 0.994846 1.00517
ATLAS_MUON_ISO_SYS = 0.988795 1.01129
ATLAS_MUON_TTVA_STAT = 0.994924 1.0051
ATLAS_MUON_TTVA_SYS = 0.997801 1.0022
ATLAS_PRW_DATASF = 0.999028 0.993165
[bin2]
ATLAS_EG_RESOLUTION_ALL = 0.990554 1.00466
ATLAS_EG_SCALE_ALLCORR = 0.992541 1.01098
ATLAS_EG_SCALE_E4SCINTILLATOR = 0.997549 0.999928
ATLAS_EG_SCALE_LARCALIB_EXTRA2015PRE = 0.994927 0.999835
ATLAS_EG_SCALE_LARTEMPERATURE_EXTRA2015PRE = 1 1
ATLAS_EG_SCALE_LARTEMPERATURE_EXTRA2016PRE = 1 1
ATLAS_JET_BJES_Response = 1 0.997728
ATLAS_JES_EffectiveNP_1 = 1.03176 0.957924
ATLAS_JES_EffectiveNP_2 = 0.992938 1.00238
ATLAS_JES_EffectiveNP_3 = 0.997561 1
ATLAS_JES_EffectiveNP_4 = 1 0.997561
ATLAS_JES_EffectiveNP_5 = 0.995438 1
ATLAS_JES_EffectiveNP_6 = 1 0.997877
ATLAS_JES_EffectiveNP_7 = 1 0.997561
ATLAS_JET_EffectiveNP_8restTerm = 1 0.995438
ATLAS_JES_EtaInter_Model = 1.02523 0.952225
ATLAS_JES_EtaInter_NonClosure = 1.00201 0.986254
ATLAS_JES_EtaInter_Stat = 1.00982 0.985948
ATLAS_JES_Flavor_Comp = 1.06628 0.906259
ATLAS_JES_Flavor_Resp = 0.964968 1.02951
ATLAS_JER_SINGLE_NP = 0.918054 1.08195
ATLAS_JVT = 1.0039 0.988456
ATLAS_JES_PU_OffsetMu = 0.985001 0.995667
ATLAS_JES_PU_OffsetNPV = 1.01246 0.984987
ATLAS_JES_PU_PtTerm = 1.00982 0.990499
ATLAS_JES_PU_Rho = 1.04089 0.948571
ATLAS_JES_PunchThrough = 1 1
ATLAS_JES_HighPt = 1 1
ATLAS_MUON_ID = 1.00199 1.01346
ATLAS_MUON_MS = 1.00366 0.999092
ATLAS_MUON_SAGITTA_RESBIAS = 1.00001 1.00208
ATLAS_MUON_SAGITTA_RHO = 1.0013 1.0013
ATLAS_MUON_SCALE = 0.998604 0.999933
ATLAS_EL_EFF_ID_CorrUncertaintyNP0 = 1 1
ATLAS_EL_EFF_ID_CorrUncertaintyNP10 = 1.0002 0.999802
ATLAS_EL_EFF_ID_CorrUncertaintyNP11 = 0.998468 1.00154
ATLAS_EL_EFF_ID_CorrUncertaintyNP12 = 1.00309 0.996934
ATLAS_EL_EFF_ID_CorrUncertaintyNP13 = 0.995588 1.00443
ATLAS_EL_EFF_ID_CorrUncertaintyNP14 = 0.991182 1.00895
ATLAS_EL_EFF_ID_CorrUncertaintyNP1 = 1 1
ATLAS_EL_EFF_ID_CorrUncertaintyNP2 = 1.00002 0.999981
ATLAS_EL_EFF_ID_CorrUncertaintyNP3 = 0.999883 1.00012
ATLAS_EL_EFF_ID_CorrUncertaintyNP4 = 1.00028 0.999726
ATLAS_EL_EFF_ID_CorrUncertaintyNP5 = 0.999956 1.00004
ATLAS_EL_EFF_ID_CorrUncertaintyNP6 = 0.999908 1.00009
ATLAS_EL_EFF_ID_CorrUncertaintyNP7 = 1.00117 0.998831
ATLAS_EL_EFF_ID_CorrUncertaintyNP8 = 0.999269 1.00073
ATLAS_EL_EFF_ID_CorrUncertaintyNP9 = 1.00164 0.99836
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP0 = 1 1
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP10 = 0.999189 1.00081
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP11 = 0.994497 1.00556
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP12 = 0.99959 1.00041
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP13 = 0.999774 1.00023
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP14 = 0.999874 1.00013
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP15 = 0.999614 1.00039
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP16 = 0.999983 1.00002
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP17 = 1 1
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP1 = 0.996799 1.0032
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP2 = 0.995773 1.00426
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP3 = 0.999212 1.00079
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP4 = 0.999501 1.0005
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP5 = 0.999619 1.00038
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP6 = 0.999335 1.00067
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP7 = 0.999918 1.00008
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP8 = 0.999985 1.00001
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP9 = 1 1
ATLAS_EL_EFF_ISO_TOTAL_1NPCOR_PLUS_UNCOR = 0.99415 1.00588
ATLAS_EL_EFF_RECO_TOTAL_1NPCOR_PLUS_UNCOR = 0.985309 1.01496
ATLAS_FT_EFF_Eigen_B_0 = 1 1
ATLAS_FT_EFF_Eigen_B_1 = 1 1
ATLAS_FT_EFF_Eigen_B_2 = 1 1
ATLAS_FT_EFF_Eigen_C_0 = 1 1
ATLAS_FT_EFF_Eigen_C_1 = 1 1
ATLAS_FT_EFF_Eigen_C_2 = 1 1
ATLAS_FT_EFF_Eigen_C_3 = 1 1
ATLAS_FT_EFF_Eigen_Light_0 = 1 1
ATLAS_FT_EFF_Eigen_Light_1 = 1 1
ATLAS_FT_EFF_Eigen_Light_2 = 1 1
ATLAS_FT_EFF_Eigen_Light_3 = 1 1
ATLAS_FT_EFF_Eigen_Light_4 = 1 1
ATLAS_FT_EFF_extrapolation = 1 1
ATLAS_FT_EFF_extrapolation_from_charm = 1 1
ATLAS_HOEW_QCD = 1 1
ATLAS_HOEW = 1 1
ATLAS_HOQCD_SCALE = 1 1
ATLAS_MUON_EFF_STAT_LOWPT = 0.997525 1.00248
ATLAS_MUON_EFF_STAT = 0.997626 1.00238
ATLAS_MUON_EFF_SYS_LOWPT = 0.99562 1.00439
ATLAS_MUON_EFF_SYS = 0.987043 1.01313
ATLAS_MUON_ISO_STAT = 0.994925 1.00509
ATLAS_MUON_ISO_SYS = 0.989139 1.01094
ATLAS_MUON_TTVA_STAT = 0.994418 1.00561
ATLAS_MUON_TTVA_SYS = 0.99773 1.00228
ATLAS_PRW_DATASF = 1.01568 0.989503
[bin3]
ATLAS_EG_RESOLUTION_ALL = -nan -nan
ATLAS_EG_SCALE_ALLCORR = -nan -nan
ATLAS_EG_SCALE_E4SCINTILLATOR = -nan -nan
ATLAS_EG_SCALE_LARCALIB_EXTRA2015PRE = -nan -nan
ATLAS_EG_SCALE_LARTEMPERATURE_EXTRA2015PRE = -nan -nan
ATLAS_EG_SCALE_LARTEMPERATURE_EXTRA2016PRE = -nan -nan
ATLAS_JET_BJES_Response = -nan -nan
ATLAS_JES_EffectiveNP_1 = -nan -nan
ATLAS_JES_EffectiveNP_2 = -nan -nan
ATLAS_JES_EffectiveNP_3 = -nan -nan
ATLAS_JES_EffectiveNP_4 = -nan -nan
ATLAS_JES_EffectiveNP_5 = -nan -nan
ATLAS_JES_EffectiveNP_6 = -nan -nan
ATLAS_JES_EffectiveNP_7 = -nan -nan
ATLAS_JET_EffectiveNP_8restTerm = -nan -nan
ATLAS_JES_EtaInter_Model = -nan -nan
ATLAS_JES_EtaInter_NonClosure = -nan -nan
ATLAS_JES_EtaInter_Stat = -nan -nan
ATLAS_JES_Flavor_Comp = -nan -nan
ATLAS_JES_Flavor_Resp = -nan -nan
ATLAS_JER_SINGLE_NP = nan nan
ATLAS_JVT = -nan -nan
ATLAS_JES_PU_OffsetMu = -nan -nan
ATLAS_JES_PU_OffsetNPV = -nan -nan
ATLAS_JES_PU_PtTerm = -nan -nan
ATLAS_JES_PU_Rho = -nan -nan
ATLAS_JES_PunchThrough = -nan -nan
ATLAS_JES_HighPt = -nan -nan
ATLAS_MUON_ID = -nan -nan
ATLAS_MUON_MS = -nan -nan
ATLAS_MUON_SAGITTA_RESBIAS = -nan -nan
ATLAS_MUON_SAGITTA_RHO = -nan -nan
ATLAS_MUON_SCALE = -nan -nan
ATLAS_EL_EFF_ID_CorrUncertaintyNP0 = -nan -nan
ATLAS_EL_EFF_ID_CorrUncertaintyNP10 = -nan -nan
ATLAS_EL_EFF_ID_CorrUncertaintyNP11 = -nan -nan
ATLAS_EL_EFF_ID_CorrUncertaintyNP12 = -nan -nan
ATLAS_EL_EFF_ID_CorrUncertaintyNP13 = -nan -nan
ATLAS_EL_EFF_ID_CorrUncertaintyNP14 = -nan -nan
ATLAS_EL_EFF_ID_CorrUncertaintyNP1 = -nan -nan
ATLAS_EL_EFF_ID_CorrUncertaintyNP2 = -nan -nan
ATLAS_EL_EFF_ID_CorrUncertaintyNP3 = -nan -nan
ATLAS_EL_EFF_ID_CorrUncertaintyNP4 = -nan -nan
ATLAS_EL_EFF_ID_CorrUncertaintyNP5 = -nan -nan
ATLAS_EL_EFF_ID_CorrUncertaintyNP6 = -nan -nan
ATLAS_EL_EFF_ID_CorrUncertaintyNP7 = -nan -nan
ATLAS_EL_EFF_ID_CorrUncertaintyNP8 = -nan -nan
ATLAS_EL_EFF_ID_CorrUncertaintyNP9 = -nan -nan
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP0 = -nan -nan
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP10 = -nan -nan
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP11 = -nan -nan
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP12 = -nan -nan
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP13 = -nan -nan
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP14 = -nan -nan
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP15 = -nan -nan
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP16 = -nan -nan
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP17 = -nan -nan
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP1 = -nan -nan
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP2 = -nan -nan
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP3 = -nan -nan
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP4 = -nan -nan
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP5 = -nan -nan
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP6 = -nan -nan
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP7 = -nan -nan
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP8 = -nan -nan
ATLAS_EL_EFF_ID_SIMPLIFIED_UncorrUncertaintyNP9 = -nan -nan
ATLAS_EL_EFF_ISO_TOTAL_1NPCOR_PLUS_UNCOR = -nan -nan
ATLAS_EL_EFF_RECO_TOTAL_1NPCOR_PLUS_UNCOR = -nan -nan
ATLAS_FT_EFF_Eigen_B_0 = -nan -nan
ATLAS_FT_EFF_Eigen_B_1 = -nan -nan
ATLAS_FT_EFF_Eigen_B_2 = -nan -nan
ATLAS_FT_EFF_Eigen_C_0 = -nan -nan
ATLAS_FT_EFF_Eigen_C_1 = -nan -nan
ATLAS_FT_EFF_Eigen_C_2 = -nan -nan
ATLAS_FT_EFF_Eigen_C_3 = -nan -nan
ATLAS_FT_EFF_Eigen_Light_0 = -nan -nan
ATLAS_FT_EFF_Eigen_Light_1 = -nan -nan
ATLAS_FT_EFF_Eigen_Light_2 = -nan -nan
ATLAS_FT_EFF_Eigen_Light_3 = -nan -nan
ATLAS_FT_EFF_Eigen_Light_4 = -nan -nan
ATLAS_FT_EFF_extrapolation = -nan -nan
ATLAS_FT_EFF_extrapolation_from_charm = -nan -nan
ATLAS_HOEW_QCD = -nan -nan
ATLAS_HOEW = -nan -nan
ATLAS_HOQCD_SCALE = -nan -nan
ATLAS_MUON_EFF_STAT_LOWPT = -nan -nan
ATLAS_MUON_EFF_STAT = -nan -nan
ATLAS_MUON_EFF_SYS_LOWPT = -nan -nan
ATLAS_MUON_EFF_SYS = -nan -nan
ATLAS_MUON_ISO_STAT = -nan -nan
ATLAS_MUON_ISO_SYS = -nan -nan
ATLAS_MUON_TTVA_STAT = -nan -nan
ATLAS_MUON_TTVA_SYS = -nan -nan
ATLAS_PRW_DATASF = -nan -nan
[bin4]
ATLAS_EG_RESOLUTION_ALL = 1.01743 0.961976
ATLAS_EG_SCALE_ALLCORR = 1.01196 0.980091
ATLAS_EG_SCALE_E4SCINTILLATOR = 1 1
ATLAS_EG_SCALE_LARCALIB_EXTRA2015PRE = 1 1
ATLAS_EG_SCALE_LARTEMPERATURE_EXTRA2015PRE = 1 1
ATLAS_EG_SCALE_LARTEMPERATURE_EXTRA2016PRE = 1 1
ATLAS_JET_BJES_Response = 0.999999 1
ATLAS_JES_EffectiveNP_1 = 0.953389 1.02579
ATLAS_JES_EffectiveNP_2 = 0.999998 0.999684
ATLAS_JES_EffectiveNP_3 = 1 1
ATLAS_JES_EffectiveNP_4 = 1 1
ATLAS_JES_EffectiveNP_5 = 0.999997 1.006
ATLAS_JES_EffectiveNP_6 = 1.006 0.999997
ATLAS_JES_EffectiveNP_7 = 1 1
ATLAS_JET_EffectiveNP_8restTerm = 1.006 0.999997
ATLAS_JES_EtaInter_Model = 0.941875 1.0451
ATLAS_JES_EtaInter_NonClosure = 0.989558 1.0185
ATLAS_JES_EtaInter_Stat = 0.999682 1.00504
ATLAS_JES_Flavor_Comp = 0.909475 1.20575
ATLAS_JES_Flavor_Resp = 1.01251 0.958709
ATLAS_JER_SINGLE_NP = 0.788915 1.21109
ATLAS_JVT = 1 1
ATLAS_JES_PU_OffsetMu = 1.00824 1.00331
ATLAS_JES_PU_OffsetNPV = 1.00039 1.00975
ATLAS_JES_PU_PtTerm = 0.987823 1.00504
ATLAS_JES_PU_Rho = 0.94205 1.07089
ATLAS_JES_PunchThrough = 1 1
ATLAS_JES_HighPt = 1 1
ATLAS_MUON_ID = 1.01776 0.987204
ATLAS_MUON_MS = 0.999075 0.999271
ATLAS_MUON_SAGITTA_RESBIAS = 0.988276 1
