Bin                 0                 1                 2                 3                 4                 5                 6                 7                 8                 9
0        0.472726   0     0.0122534   0   6.09007e-06   0   4.37759e-06   0   6.43878e-06   0   1.54177e-06   0    5.9018e-06   0             0   0             0   0             0   0
1       0.0120678   0      0.460689   0     0.0121804   0   5.19462e-06   0   -5.9752e-06   0   1.20443e-05   0   3.16632e-06   0             0   0             0   0             0   0
2     1.52657e-05   0     0.0115295   0      0.455701   0     0.0132499   0   3.98424e-06   0  -2.24153e-07   0   2.98941e-07   0   2.73717e-07   0             0   0             0   0
3     3.73427e-06   0   1.58851e-05   0     0.0114209   0      0.457688   0     0.0134815   0   4.14003e-06   0   1.84539e-06   0   3.17515e-06   0             0   0             0   0
4               0   0   1.24554e-06   0   1.45829e-05   0     0.0110983   0      0.457892   0     0.0133247   0   6.64404e-06   0   8.21955e-07   0    6.1947e-07   0             0   0
5     8.33621e-07   0   1.44416e-06   0   1.31764e-06   0   1.42125e-05   0     0.0108493   0      0.453554   0    0.00712919   0   8.14516e-07   0             0   0             0   0
6               0   0   3.56413e-06   0   3.52507e-06   0   4.27681e-07   0   1.62622e-05   0     0.0103885   0       0.45452   0    0.00540058   0   1.18987e-06   0             0   0
7               0   0             0   0   3.32894e-07   0             0   0   6.14901e-06   0   1.53513e-05   0    0.00490746   0      0.433131   0    0.00501603   0   3.45427e-05   0
8               0   0             0   0             0   0             0   0             0   0             0   0   5.16193e-06   0    0.00286019   0      0.384751   0    0.00461378   0
9               0   0             0   0             0   0             0   0             0   0             0   0             0   0             0   0     0.0014769   0      0.277754   0
