Channel        AllSig                 ggH                 VBF                 WH                  ZH                 ttH                 bbH         
incl   0.421584  0.000540  0.420722  0.000613  0.453843  0.000359  0.363645  0.001050  0.388735  0.001074  0.467552  0.002954  0.442204  0.004565
4mu    0.484576  0.001267  0.483173  0.001441  0.521555  0.000717  0.423657  0.002161  0.452185  0.002181  0.531527  0.005900  0.526568  0.008956
4e     0.380072  0.000982  0.378554  0.001115  0.413108  0.000702  0.333921  0.002051  0.353962  0.002110  0.446240  0.005887  0.392309  0.009267
2mu2e  0.380035  0.000914  0.379434  0.001037  0.405617  0.000701  0.326964  0.002040  0.349949  0.002095  0.422624  0.005870  0.409393  0.009011
2e2mu  0.438542  0.001165  0.439513  0.001328  0.460215  0.000716  0.367427  0.002101  0.395478  0.002162  0.465521  0.005850  0.432549  0.009076
