Channel        AllSig                 ggH                 VBF                 WH                  ZH                 ttH                 bbH         
incl   1.000000  0.000000  0.873801  0.000182  0.066753  0.000089  0.025258  0.000061  0.016313  0.000040  0.009113  0.000054  0.008763  0.000080
4mu    1.000000  0.000000  0.873618  0.000392  0.067016  0.000194  0.025045  0.000125  0.016314  0.000082  0.009063  0.000109  0.008943  0.000160
4e     1.000000  0.000000  0.873762  0.000349  0.067103  0.000170  0.025360  0.000121  0.016233  0.000079  0.009071  0.000108  0.008472  0.000160
2mu2e  1.000000  0.000000  0.873513  0.000328  0.067060  0.000157  0.025295  0.000118  0.016317  0.000077  0.009062  0.000108  0.008754  0.000161
2e2mu  1.000000  0.000000  0.872777  0.000384  0.067405  0.000190  0.025303  0.000125  0.016370  0.000082  0.009254  0.000110  0.008891  0.000162
