Bin                 0                 1                 2                 3                 4                 5                 6                 7                 8                 9
0        0.452323   0      0.010831   0             0   0   1.83862e-05   0             0   0             0   0             0   0             0   0             0   0             0   0
1       0.0100042   0      0.447354   0     0.0110902   0             0   0             0   0             0   0             0   0             0   0             0   0             0   0
2               0   0     0.0103627   0      0.447073   0     0.0108123   0             0   0   5.32932e-05   0             0   0             0   0             0   0             0   0
3               0   0             0   0    0.00877233   0      0.445033   0     0.0122131   0             0   0             0   0             0   0             0   0             0   0
4               0   0             0   0             0   0     0.0100551   0      0.442196   0     0.0118083   0             0   0             0   0             0   0             0   0
5               0   0             0   0             0   0   1.92311e-05   0    0.00913521   0      0.438919   0    0.00626048   0             0   0             0   0             0   0
6               0   0             0   0             0   0             0   0             0   0    0.00885477   0      0.434229   0    0.00476918   0             0   0             0   0
7               0   0             0   0             0   0             0   0             0   0             0   0    0.00407076   0      0.401661   0    0.00491796   0             0   0
8               0   0             0   0             0   0             0   0             0   0             0   0             0   0    0.00249992   0      0.338366   0    0.00386234   0
9               0   0             0   0             0   0             0   0             0   0             0   0             0   0             0   0    0.00129511   0      0.195458   0
