Bin                 0                 1                 2                 3                 4                 5                 6                 7                 8                 9
0        0.446177   0    0.00994562   0             0   0    0.00082537   0             0   0             0   0             0   0             0   0             0   0             0   0
1      0.00727826   0      0.448205   0      0.011864   0             0   0             0   0             0   0             0   0             0   0             0   0             0   0
2     0.000921831   0      0.011633   0      0.429157   0     0.0100977   0   0.000266224   0             0   0   0.000257145   0   0.000102024   0    9.2395e-05   0             0   0
3               0   0             0   0     0.0120637   0      0.459923   0     0.0127534   0             0   0   0.000261932   0   0.000112844   0             0   0             0   0
4     0.000294205   0             0   0             0   0    0.00910154   0      0.422691   0     0.0144831   0   0.000252954   0             0   0   0.000113027   0             0   0
5               0   0             0   0    0.00061868   0   0.000145449   0    0.00980263   0      0.437502   0    0.00725133   0   0.000413253   0             0   0             0   0
6               0   0   0.000412232   0             0   0             0   0             0   0     0.0111476   0      0.431885   0    0.00618514   0             0   0             0   0
7               0   0             0   0             0   0             0   0   0.000428384   0             0   0     0.0023445   0      0.407644   0    0.00428444   0             0   0
8               0   0             0   0             0   0             0   0             0   0   0.000181923   0             0   0    0.00219271   0       0.34137   0    0.00262403   0
9               0   0             0   0             0   0             0   0             0   0             0   0             0   0             0   0     0.0020909   0      0.195722   0
