Bin                 0                 1                 2                 3                 4                 5                 6                 7                 8                 9                10                11
0        0.456627   0    0.00703373   0   0.000270299   0    0.00636523   0   0.000671436   0             0   0   2.15628e-05   0   6.44938e-05   0             0   0             0   0   3.45716e-05   0             0   0
1       0.0104441   0      0.480545   0    0.00905265   0   0.000428118   0    0.00620289   0   0.000318932   0   0.000479148   0   0.000270988   0             0   0             0   0    2.4979e-05   0             0   0
2     0.000127264   0    0.00359739   0      0.541096   0   0.000156569   0   0.000139478   0     0.0033431   0   3.95455e-05   0   5.80222e-06   0             0   0             0   0             0   0             0   0
3      0.00566852   0   0.000484439   0   0.000172314   0      0.434313   0    0.00765306   0             0   0    0.00617618   0   0.000824737   0             0   0   0.000123919   0   2.99931e-05   0             0   0
4      0.00117592   0    0.00491305   0   0.000305768   0    0.00965503   0      0.470717   0     0.0103809   0    0.00110727   0    0.00595011   0   0.000476365   0   0.000342807   0   0.000182074   0             0   0
5               0   0   0.000119737   0    0.00296064   0   0.000129921   0    0.00367312   0       0.54535   0             0   0   0.000216129   0    0.00348677   0             0   0             0   0             0   0
6      0.00013571   0   7.86115e-05   0             0   0    0.00309763   0   0.000401884   0             0   0      0.405996   0    0.00832212   0             0   0    0.00455257   0    0.00040286   0   0.000181356   0
7     0.000110455   0   0.000109561   0             0   0   0.000633723   0    0.00284941   0   2.01463e-05   0     0.0126472   0      0.434001   0      0.012361   0    0.00112235   0    0.00369389   0   0.000524402   0
8     0.000181344   0             0   0             0   0             0   0   8.79222e-06   0    0.00199716   0   0.000191615   0    0.00393886   0       0.51552   0             0   0   3.09686e-05   0    0.00354936   0
9               0   0             0   0             0   0             0   0   0.000104197   0             0   0    0.00272808   0   0.000139617   0             0   0      0.300444   0    0.00600625   0   0.000248984   0
10              0   0             0   0             0   0             0   0             0   0             0   0   0.000641404   0    0.00204856   0   0.000501766   0    0.00952381   0      0.323846   0     0.0104345   0
11              0   0             0   0             0   0             0   0             0   0             0   0             0   0   7.60708e-05   0    0.00132543   0             0   0    0.00282655   0      0.395252   0
