Bin                 0                 1                 2                 3                 4                 5                 6                 7                 8                 9                10                11
0        0.557245   0    0.00392404   0             0   0    0.00363738   0             0   0             0   0             0   0             0   0             0   0             0   0             0   0             0   0
1       0.0080368   0      0.592067   0     0.0121021   0             0   0    0.00329027   0             0   0             0   0             0   0             0   0             0   0             0   0             0   0
2               0   0    0.00582443   0      0.627995   0             0   0             0   0    0.00403605   0             0   0             0   0             0   0             0   0             0   0             0   0
3      0.00287516   0             0   0             0   0      0.579659   0    0.00516814   0             0   0    0.00503059   0             0   0             0   0             0   0             0   0             0   0
4     0.000466369   0    0.00362478   0             0   0     0.0106458   0      0.596571   0     0.0133176   0   6.93156e-05   0    0.00589654   0   0.000693882   0             0   0   0.000138153   0             0   0
5               0   0             0   0    0.00292518   0             0   0    0.00339349   0      0.643741   0             0   0             0   0    0.00547886   0             0   0             0   0             0   0
6               0   0             0   0             0   0     0.0021297   0             0   0             0   0      0.567372   0    0.00643318   0             0   0    0.00596435   0             0   0             0   0
7               0   0             0   0             0   0             0   0    0.00469657   0   0.000245753   0     0.0113884   0      0.593923   0     0.0136826   0             0   0    0.00469781   0             0   0
8               0   0             0   0             0   0             0   0   3.32569e-05   0    0.00301641   0             0   0    0.00595293   0      0.629163   0             0   0             0   0     0.0012158   0
9               0   0             0   0             0   0             0   0             0   0             0   0    0.00187215   0   0.000403775   0             0   0       0.50884   0    0.00808224   0             0   0
10              0   0             0   0             0   0             0   0   0.000231759   0             0   0   0.000285619   0    0.00283001   0             0   0     0.0107702   0       0.53347   0     0.0155954   0
11              0   0             0   0             0   0             0   0             0   0             0   0             0   0             0   0     0.0023745   0             0   0     0.0064868   0      0.578768   0
