Bin                 0                 1                 2                 3                 4                 5                 6                 7                 8                 9
0        0.337742   0     0.0166077   0   0.000210723   0   7.92561e-05   0   4.07176e-05   0   5.53646e-05   0   8.21734e-06   0             0   0             0   0             0   0
1        0.039152   0      0.314192   0     0.0224548   0   0.000314132   0   2.94999e-05   0   7.70806e-05   0   1.70208e-05   0             0   0             0   0             0   0
2     0.000741642   0      0.030407   0      0.309583   0     0.0170362   0   0.000129682   0   0.000360658   0   0.000107438   0             0   0             0   0             0   0
3     0.000719236   0   0.000634923   0     0.0219358   0      0.329137   0     0.0218215   0   0.000280184   0   0.000134443   0   2.20252e-05   0             0   0             0   0
4     0.000282278   0   0.000237806   0    0.00048484   0     0.0151152   0      0.329619   0     0.0198962   0   0.000151625   0   8.67707e-05   0             0   0             0   0
5               0   0             0   0   0.000108552   0   0.000334105   0     0.0136096   0      0.344665   0     0.0137789   0   9.07697e-05   0   4.20726e-05   0             0   0
6               0   0             0   0   2.91355e-05   0   0.000133102   0   0.000118817   0     0.0108287   0      0.377672   0     0.0140988   0   5.58076e-05   0             0   0
7               0   0   0.000111293   0             0   0             0   0             0   0   7.73605e-05   0    0.00616882   0       0.42521   0     0.0181028   0             0   0
8               0   0             0   0             0   0             0   0             0   0             0   0             0   0    0.00379119   0      0.480224   0     0.0256182   0
9               0   0             0   0             0   0             0   0             0   0             0   0             0   0             0   0    0.00271692   0      0.519468   0
