Bin                           0                           1                           2                           3                           4                           5                           6                           7                           8                           9                          10
0                      0.383439   0                   0.0503749   0                  0.00133538   0                 3.15053e-05   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0
1                     0.0344029   0                    0.320985   0                   0.0532112   0                 0.000730314   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0
2                    0.00078972   0                   0.0480893   0                     0.31191   0                   0.0289605   0                 3.50302e-05   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0
3                   5.52364e-05   0                  0.00110042   0                   0.0452154   0                    0.358721   0                   0.0212862   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0
4                             0   0                           0   0                           0   0                   0.0226448   0                    0.379363   0                   0.0258437   0                           0   0                           0   0                           0   0                           0   0                           0   0
5                             0   0                           0   0                           0   0                           0   0                   0.0132221   0                    0.369939   0                   0.0279896   0                           0   0                           0   0                           0   0                           0   0
6                             0   0                           0   0                           0   0                           0   0                           0   0                   0.0129234   0                    0.387125   0                   0.0175884   0                           0   0                           0   0                           0   0
7                             0   0                           0   0                           0   0                           0   0                           0   0                           0   0                  0.00916236   0                     0.42234   0                   0.0173409   0                           0   0                           0   0
8                             0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                  0.00399675   0                    0.473348   0                   0.0242056   0                           0   0
9                             0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                  0.00355351   0                     0.50023   0                   0.0198109   0
10                            0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                  0.00160214   0                     0.55823   0
