Bin                 0                 1                 2                 3                 4                 5                 6                 7                 8                 9                10                11
0        0.368018   0    0.00843401   0   5.94736e-06   0    0.00378007   0   0.000160336   0   1.03713e-05   0   -1.5681e-06   0  -7.15555e-06   0   2.91324e-06   0             0   0             0   0             0   0
1      0.00287992   0      0.382707   0      0.010992   0   6.81355e-05   0     0.0031856   0   0.000245978   0  -3.52711e-06   0   6.39455e-07   0   6.64786e-07   0             0   0             0   0             0   0
2     5.82302e-07   0    0.00252302   0       0.47765   0             0   0   9.73669e-05   0     0.0029634   0             0   0             0   0             0   0             0   0             0   0             0   0
3      0.00290652   0   0.000211722   0  -1.62812e-05   0      0.355706   0    0.00919124   0   5.65317e-05   0    0.00369229   0   0.000126664   0   2.64222e-06   0             0   0   4.14128e-07   0             0   0
4     5.29637e-05   0    0.00332892   0   5.68152e-05   0    0.00324883   0      0.363707   0     0.0117153   0   1.69716e-05   0     0.0033285   0   0.000576385   0             0   0             0   0             0   0
5     2.53623e-06   0   0.000101275   0    0.00402995   0             0   0    0.00228233   0      0.462191   0             0   0   1.58919e-05   0    0.00364645   0             0   0             0   0             0   0
6     6.73707e-07   0             0   0             0   0    0.00229309   0   0.000136982   0             0   0      0.333872   0    0.00918763   0             0   0    0.00335798   0   0.000127333   0             0   0
7               0   0             0   0             0   0   0.000104502   0     0.0020119   0   4.77546e-05   0    0.00289006   0      0.339625   0     0.0115102   0   0.000157041   0    0.00284359   0   0.000284819   0
8               0   0             0   0             0   0             0   0   8.37832e-05   0    0.00185979   0             0   0    0.00216799   0       0.43126   0             0   0   7.30097e-06   0    0.00333396   0
9               0   0             0   0             0   0     1.508e-06   0             0   0             0   0    0.00155977   0   5.00127e-05   0             0   0      0.248718   0    0.00574429   0             0   0
10              0   0             0   0             0   0             0   0             0   0             0   0   2.09112e-05   0    0.00183206   0   5.61198e-05   0    0.00221193   0      0.263136   0    0.00962318   0
11              0   0             0   0             0   0             0   0             0   0             0   0             0   0   1.15053e-05   0     0.0015341   0             0   0    0.00207046   0      0.333207   0
