Bin                           0                           1                           2                           3                           4                           5                           6                           7                           8                           9                          10
0                      0.364778   0                   0.0466559   0                 0.000673537   0                 4.60318e-05   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0
1                     0.0336761   0                     0.30448   0                   0.0486866   0                  0.00100537   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0
2                   0.000932157   0                   0.0444145   0                    0.298122   0                   0.0282279   0                 3.47718e-05   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0
3                   0.000159813   0                 0.000783618   0                   0.0422721   0                    0.344573   0                   0.0204699   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0
4                             0   0                           0   0                           0   0                   0.0193312   0                    0.354821   0                   0.0246146   0                           0   0                           0   0                           0   0                           0   0                           0   0
5                             0   0                           0   0                           0   0                           0   0                   0.0110902   0                    0.352071   0                   0.0267268   0                           0   0                           0   0                           0   0                           0   0
6                             0   0                           0   0                           0   0                           0   0                           0   0                    0.012302   0                    0.355478   0                   0.0176626   0                           0   0                           0   0                           0   0
7                             0   0                           0   0                           0   0                           0   0                           0   0                           0   0                  0.00906558   0                    0.387718   0                   0.0154773   0                           0   0                           0   0
8                             0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                  0.00552394   0                    0.432819   0                   0.0164362   0                           0   0
9                             0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                  0.00295463   0                    0.454669   0                   0.0264327   0
10                            0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                  0.00137932   0                    0.418172   0
