Bin                 0                 1                 2                 3                 4                 5                 6                 7                 8                 9
0        0.291507   0     0.0157276   0   0.000735061   0             0   0             0   0             0   0   6.83979e-05   0             0   0             0   0             0   0
1       0.0389251   0      0.321776   0     0.0231843   0   0.000342208   0   0.000100658   0             0   0   0.000141675   0             0   0             0   0             0   0
2               0   0     0.0260753   0      0.313986   0     0.0171706   0   0.000150404   0   0.000153189   0   0.000118629   0             0   0             0   0             0   0
3      0.00331205   0             0   0     0.0213052   0      0.343403   0     0.0220788   0   0.000306672   0   0.000312803   0   0.000181455   0             0   0             0   0
4               0   0             0   0   0.000239076   0       0.01247   0      0.334731   0     0.0188759   0   0.000426697   0   0.000191004   0             0   0             0   0
5               0   0             0   0   0.000678485   0   0.000817828   0     0.0122314   0      0.347178   0     0.0135723   0             0   0             0   0             0   0
6               0   0             0   0    0.00023971   0   0.000355064   0   0.000203254   0     0.0101378   0       0.38116   0     0.0139738   0             0   0             0   0
7               0   0             0   0             0   0             0   0             0   0             0   0    0.00491694   0      0.430487   0     0.0175895   0             0   0
8               0   0             0   0             0   0             0   0             0   0             0   0             0   0     0.0036261   0       0.46872   0     0.0175049   0
9               0   0             0   0             0   0             0   0             0   0             0   0             0   0             0   0    0.00289853   0      0.554788   0
