Bin                           0                           1                           2                           3                           4                           5                           6                           7                           8                           9                          10
0                      0.358292   0                   0.0453262   0                 0.000379309   0                   9.086e-05   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0
1                     0.0362273   0                    0.298228   0                    0.048879   0                 0.000702914   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0
2                    0.00107757   0                   0.0431878   0                    0.295346   0                   0.0276729   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0
3                   0.000207915   0                 0.000452471   0                   0.0431459   0                    0.339502   0                   0.0207434   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0
4                             0   0                           0   0                           0   0                   0.0170743   0                    0.347836   0                   0.0257661   0                           0   0                           0   0                           0   0                           0   0                           0   0
5                             0   0                           0   0                           0   0                           0   0                   0.0106259   0                    0.351183   0                    0.029426   0                           0   0                           0   0                           0   0                           0   0
6                             0   0                           0   0                           0   0                           0   0                           0   0                   0.0132691   0                    0.345401   0                   0.0190615   0                           0   0                           0   0                           0   0
7                             0   0                           0   0                           0   0                           0   0                           0   0                           0   0                  0.00848276   0                    0.373677   0                   0.0130967   0                           0   0                           0   0
8                             0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                  0.00634738   0                    0.421997   0                   0.0171029   0                           0   0
9                             0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                  0.00479806   0                    0.441287   0                   0.0341341   0
10                            0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                 0.000597391   0                    0.282561   0
