Bin                           0                           1                           2                           3                           4                           5                           6                           7                           8                           9                          10
0                      0.229118   0                   0.0398946   0                  0.00143822   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0
1                     0.0269645   0                    0.180661   0                   0.0439898   0                 0.000216122   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0
2                   0.000561281   0                    0.032308   0                    0.176963   0                   0.0205691   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0
3                             0   0                  0.00139013   0                   0.0380733   0                     0.20664   0                   0.0157856   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0
4                             0   0                           0   0                           0   0                   0.0167967   0                    0.229221   0                   0.0215043   0                           0   0                           0   0                           0   0                           0   0                           0   0
5                             0   0                           0   0                           0   0                           0   0                  0.00999001   0                    0.224163   0                   0.0232567   0                           0   0                           0   0                           0   0                           0   0
6                             0   0                           0   0                           0   0                           0   0                           0   0                  0.00959289   0                    0.255388   0                   0.0102567   0                           0   0                           0   0                           0   0
7                             0   0                           0   0                           0   0                           0   0                           0   0                           0   0                  0.00507191   0                    0.273765   0                   0.0130919   0                           0   0                           0   0
8                             0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                  0.00180503   0                    0.324775   0                   0.0209318   0                           0   0
9                             0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                  0.00359928   0                    0.395279   0                  0.00260518   0
10                            0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                           0   0                 0.000758675   0                    0.418706   0
