Bin                 0                 1                 2                 3                 4                 5                 6                 7                 8                 9                10                11
0        0.507514   0    0.00643905   0             0   0    0.00596553   0   0.000227034   0             0   0             0   0             0   0             0   0             0   0             0   0             0   0
1      0.00923459   0      0.530085   0        0.0117   0   0.000244541   0    0.00503112   0   0.000175455   0             0   0             0   0             0   0             0   0             0   0             0   0
2               0   0    0.00257227   0      0.584713   0             0   0   3.78605e-05   0    0.00372991   0             0   0             0   0             0   0             0   0             0   0             0   0
3      0.00410446   0   0.000130208   0             0   0      0.494326   0    0.00719723   0             0   0    0.00610716   0   0.000207079   0             0   0             0   0             0   0             0   0
4     0.000187509   0    0.00443442   0   0.000201553   0     0.0103155   0      0.519447   0     0.0133788   0   0.000210361   0    0.00550435   0   0.000247455   0             0   0             0   0             0   0
5               0   0   2.69252e-05   0    0.00264376   0             0   0    0.00263267   0       0.57768   0             0   0   5.40019e-05   0    0.00461647   0             0   0             0   0             0   0
6               0   0             0   0             0   0    0.00400851   0    6.5255e-05   0             0   0      0.457772   0    0.00723086   0             0   0    0.00371307   0   0.000182479   0             0   0
7               0   0             0   0             0   0   6.12517e-05   0    0.00349803   0   0.000122082   0     0.0116362   0      0.482502   0     0.0154004   0   0.000151495   0     0.0032645   0   0.000349233   0
8               0   0             0   0             0   0             0   0    2.4274e-05   0    0.00253398   0   1.50354e-05   0    0.00325072   0      0.546309   0             0   0   2.38945e-05   0    0.00328442   0
9               0   0             0   0             0   0             0   0             0   0             0   0    0.00309383   0   5.91864e-05   0             0   0      0.344091   0    0.00612258   0             0   0
10              0   0             0   0             0   0             0   0             0   0             0   0   0.000123019   0    0.00262914   0   0.000160799   0    0.00889525   0      0.362486   0     0.0131095   0
11              0   0             0   0             0   0             0   0             0   0             0   0             0   0   8.73121e-06   0    0.00250154   0             0   0    0.00253387   0      0.417559   0
