Bin                        incl                         4mu                          4e                       2mu2e                       2e2mu                        2l2l                          4l
0       0.0167498    0.00210171     0.0171825    0.00420121     0.0172875    0.00419499     0.0156274    0.00421611     0.0167975    0.00420185     0.0162137    0.00297619      0.017235     0.0029685
1       0.0393005    0.00207747     0.0398358    0.00415251     0.0387722    0.00414888     0.0398571    0.00416389     0.0387382    0.00415471     0.0392965    0.00294106     0.0393041    0.00293498
2          0.1541     0.0019494      0.154025    0.00389778      0.153659    0.00389305      0.152498    0.00391203      0.156266    0.00389244      0.154386    0.00275928      0.153842    0.00275447
3       0.0313305    0.00208607     0.0304067    0.00417285     0.0313849    0.00416479     0.0316309    0.00418169     0.0319899    0.00416927     0.0318108     0.0029525     0.0308957     0.0029478
4       0.0440407    0.00207234     0.0437079    0.00414413     0.0440517    0.00413747     0.0434845    0.00415602     0.0449492    0.00414126     0.0442184    0.00293352     0.0438798    0.00292798
5        0.109337    0.00200031      0.110263    0.00399732      0.109307    0.00399376       0.10958    0.00400986      0.108109    0.00400199      0.108843    0.00283261      0.109785    0.00282527
6       0.0654642    0.00204899     0.0658819     0.0040958     0.0657085    0.00409033     0.0655625    0.00410778     0.0646366    0.00409836     0.0650986     0.0029013     0.0657952    0.00289423
7       0.0699933    0.00204402      0.070473    0.00408573     0.0696836    0.00408162     0.0682311    0.00410191     0.0715607    0.00408316     0.0698994    0.00289384     0.0700783    0.00288759
8       0.0435871    0.00207283     0.0411554    0.00414966     0.0447196    0.00413602     0.0451701    0.00415236     0.0434437    0.00414453      0.044305    0.00293339     0.0429373    0.00292943
9        0.187521     0.0019105      0.187979    0.00381876      0.189603    0.00380949      0.185877    0.00383422      0.186359     0.0038224      0.186118    0.00270701      0.188791    0.00269699
10      0.0803224    0.00203264     0.0814467    0.00406154     0.0794189    0.00406021     0.0804425    0.00407494     0.0799591    0.00406465     0.0802003    0.00287777     0.0804329    0.00287147
11      0.0907198    0.00202111     0.0906315    0.00404118     0.0890923    0.00403882     0.0918555    0.00404957     0.0914801    0.00403912     0.0916674    0.00285978      0.089862    0.00285671
12      0.0578403    0.00205733     0.0568084    0.00411565     0.0574004    0.00410848     0.0609044      0.004118     0.0564117    0.00411634     0.0586533    0.00291128     0.0571044    0.00290766
