bin          AllSig                 ggH                 VBF                 WH                  ZH                 ttH                 bbH         
0      0.403912  0.001294  0.404261  0.001312  0.380798  0.002967  0.303081  0.007731  0.341146  0.008752 -2.101695  8.835533  0.404885  0.010306
1      0.409572  0.001462  0.410076  0.001502  0.387665  0.002000  0.303807  0.005031  0.333996  0.005579  0.787387  0.221464  0.450492  0.009337
2      0.417186  0.001321  0.422593  0.001431  0.405961  0.001578  0.294200  0.002505  0.344384  0.002726  0.379186  0.069456  0.446422  0.012649
3      0.380531  0.004552  0.980417  0.057052  0.683537  0.042335  0.331479  0.005843  0.432537  0.006139  0.345171  0.105761  0.161282  0.251116
4      0.369849  0.002588  0.368512  0.002935  0.397966  0.002050  0.330376  0.004977  0.358142  0.005328  0.426265  0.065501  0.420868  0.017834
5      0.419408  0.001487  0.422848  0.001679  0.411884  0.001039  0.340332  0.003116  0.358540  0.003305  0.407728  0.044996  0.460324  0.012467
6      0.437873  0.001756  0.442345  0.002050  0.431694  0.001232  0.363023  0.004079  0.375733  0.004227  0.380448  0.055253  0.467702  0.023924
7      0.456755  0.001793  0.461878  0.002216  0.458635  0.001159  0.379905  0.004010  0.397246  0.004070  0.302594  0.034939  0.486704  0.034548
8      0.510588  0.002355  0.517213  0.003146  0.519459  0.001472  0.422232  0.005111  0.448145  0.005249  0.376802  0.036350  0.696455  0.068941
9      0.422697  0.001236  0.423142  0.001907  0.439000  0.000609  0.368333  0.002012  0.379000  0.001953  0.451061  0.003808  0.448907  0.010529
10     0.502919  0.001461  0.504663  0.002415  0.517913  0.000848  0.459000  0.002914  0.471542  0.002918  0.503405  0.004989  0.496271  0.036544
