Bin                 0                 1                 2                 3                 4                 5                 6                 7                 8                 9
0        0.339331   0     0.0117747   0   0.000166818   0   9.09643e-05   0   9.17061e-05   0             0   0             0   0             0   0             0   0             0   0
1       0.0295606   0      0.307987   0     0.0181826   0   1.94812e-05   0             0   0   3.48934e-05   0   5.98518e-06   0   4.31773e-06   0             0   0             0   0
2               0   0     0.0271401   0      0.321721   0     0.0119231   0   8.47657e-05   0   0.000194191   0    3.4238e-05   0             0   0             0   0             0   0
3               0   0             0   0     0.0179596   0      0.335392   0     0.0183007   0   5.54726e-05   0   5.28513e-05   0             0   0             0   0             0   0
4     0.000686139   0   0.000247118   0             0   0      0.014056   0      0.346663   0     0.0164142   0   9.51814e-05   0   1.24521e-05   0   2.92748e-06   0             0   0
5               0   0   0.000806367   0   3.81362e-05   0    0.00015642   0     0.0162249   0      0.350682   0     0.0115368   0   0.000163182   0             0   0             0   0
6               0   0             0   0             0   0   7.99924e-05   0   7.36459e-05   0     0.0129261   0      0.391906   0     0.0112772   0             0   0             0   0
7     0.000161098   0             0   0             0   0   4.01893e-05   0   2.41208e-05   0   8.51904e-05   0    0.00673337   0      0.439713   0       0.01783   0   0.000789392   0
8               0   0             0   0             0   0             0   0             0   0             0   0             0   0    0.00484756   0      0.489463   0       0.03222   0
9               0   0             0   0             0   0             0   0             0   0             0   0             0   0             0   0    0.00259874   0      0.501281   0
